Timestamp	COM3_Coin	COM3_CH0	COM3_CH1	COM8_Coin	COM8_CH0	COM8_CH1
1750320815.353746	25	138	182	32	92	139
1750320815.8799536	26	139	184	33	94	140
1750320816.4103963	28	141	187	35	96	145
1750320816.9408073	29	144	190	36	99	147
1750320817.4675786	29	144	192	36	99	149
1750320817.9934707	29	145	192	36	99	149
1750320818.5211885	30	146	195	37	101	152
1750320819.0472503	30	147	196	37	102	153
1750320819.573417	30	149	197	37	102	157
1750320820.101302	30	151	199	38	104	161
1750320820.6280057	30	152	201	38	106	162
1750320821.1532795	31	153	203	40	110	166
1750320821.6813962	31	154	205	40	110	169
1750320822.2072227	32	157	207	42	112	174
1750320822.7337384	33	159	209	43	113	176
1750320823.2592947	33	160	210	43	113	176
1750320823.7912612	33	160	213	43	113	178
1750320824.3214664	33	160	214	43	113	179
1750320824.848142	34	162	218	44	114	182
1750320825.3735316	36	164	221	46	117	185
1750320825.8999314	37	165	224	47	118	186
1750320826.4327402	37	166	226	47	118	186
1750320826.9604359	37	168	227	47	119	187
1750320827.4878435	37	170	228	48	120	189
1750320828.0219746	37	170	229	48	120	189
1750320828.5474577	37	171	229	48	121	191
1750320829.0786264	37	171	230	48	121	193
1750320829.60391	37	176	231	49	123	194
1750320830.131222	37	177	231	49	123	196
1750320830.6577752	37	177	233	50	124	197
1750320831.184364	37	179	236	51	125	199
1750320831.7110832	38	180	238	53	128	201
1750320832.2366602	40	183	241	55	130	204
1750320832.7671382	41	184	243	56	131	207
1750320833.2937305	41	185	243	56	131	207
1750320833.8232594	43	188	247	58	133	210
1750320834.3493304	43	189	249	58	133	212
1750320834.8763402	44	190	251	59	134	213
1750320835.4087598	45	191	253	60	135	214
1750320835.9342177	46	192	255	62	137	217
1750320836.4630854	46	192	258	62	138	218
1750320836.9955378	46	192	258	62	140	219
1750320837.5213864	46	194	259	62	142	220
1750320838.0493429	46	195	260	63	144	223
1750320838.576355	46	195	262	63	144	225
1750320839.1025958	46	197	262	64	146	229
1750320839.6306825	46	197	263	64	146	229
1750320840.1567254	46	200	264	65	147	231
1750320840.678736	46	202	264	65	147	234
1750320841.2046852	46	202	265	65	147	234
1750320841.730263	46	202	267	65	147	235
1750320842.2562206	46	203	269	65	147	237
1750320842.781519	46	203	270	65	147	237
1750320843.3071766	46	203	272	65	148	237
1750320843.841277	46	203	272	65	148	238
1750320844.3674898	46	206	273	65	149	239
1750320844.8938613	46	207	274	65	149	239
1750320845.4207952	46	210	275	65	150	240
1750320845.946782	46	210	277	65	152	240
1750320846.478664	48	212	282	67	154	244
1750320847.0148616	48	213	282	67	155	244
1750320847.5412016	49	215	283	68	158	246
1750320848.0747464	49	216	286	68	158	246
1750320848.6052275	49	216	287	68	158	246
1750320849.1314447	49	217	289	68	160	246
1750320849.660476	49	218	290	69	162	250
1750320850.1868906	49	218	292	69	162	251
1750320850.714253	49	218	297	70	163	253
1750320851.2451117	49	219	297	70	163	253
1750320851.7708535	50	222	299	71	166	256
1750320852.2968266	50	223	301	71	166	257
1750320852.8229802	50	224	304	71	167	258
1750320853.3498328	51	226	305	72	168	259
1750320853.8759642	52	227	307	73	169	260
1750320854.4107356	52	228	308	73	169	262
1750320854.9429238	52	229	311	73	169	263
1750320855.4700325	52	230	312	73	169	263
1750320856.0048687	52	232	312	73	170	265
1750320856.5315259	53	235	313	75	172	269
1750320857.0584042	53	237	313	75	173	270
1750320857.5845952	54	241	315	76	176	272
1750320858.1105723	54	242	315	76	177	273
1750320858.6531997	55	244	317	77	179	275
1750320859.1794996	55	244	317	77	179	275
1750320859.7054834	55	244	318	77	181	276
1750320860.2331133	56	247	320	78	182	278
1750320860.7597566	56	248	323	78	184	279
1750320861.2855744	56	249	323	78	184	280
1750320861.8121727	56	251	324	79	185	283
1750320862.3328524	58	253	327	81	188	286
1750320862.85441	58	255	329	81	189	288
1750320863.3838365	58	256	330	81	189	288
1750320863.918677	58	256	331	81	190	292
1750320864.4504535	58	256	332	81	190	293
1750320864.9794698	58	257	332	81	190	295
1750320865.503695	58	257	332	81	191	297
1750320866.0296192	58	257	334	81	191	300
1750320866.5564609	58	257	338	81	191	300
1750320867.0818868	58	259	341	81	193	302
1750320867.6065013	58	261	345	83	199	305
1750320868.1307137	58	261	347	83	200	305
1750320868.6640115	58	263	348	85	202	307
1750320869.1918817	58	263	351	85	202	307
1750320869.7178178	58	264	351	85	204	307
1750320870.2457805	58	266	352	85	205	308
1750320870.773039	58	266	354	85	205	310
1750320871.3090596	58	268	356	85	206	312
1750320871.8424892	59	270	358	86	207	313
1750320872.3751674	59	270	359	86	207	315
1750320872.901362	59	271	359	86	207	315
1750320873.4273195	59	272	363	86	209	317
1750320873.955319	59	275	364	87	211	320
1750320874.486379	59	276	364	87	211	321
1750320875.0132706	59	277	366	87	211	321
1750320875.5397663	59	278	367	87	212	322
1750320876.0658562	59	278	367	87	212	322
1750320876.5958183	59	280	367	87	214	323
1750320877.1215308	59	280	368	87	214	324
1750320877.6473505	61	282	372	89	216	328
1750320878.1746361	61	282	374	90	217	329
1750320878.701361	62	284	375	90	218	329
1750320879.2337499	62	284	378	90	218	330
1750320879.7594638	62	285	381	90	218	330
1750320880.2863214	62	287	382	90	218	330
1750320880.812231	62	289	384	90	218	331
1750320881.33873	62	289	387	90	218	332
1750320881.8753855	62	290	388	90	218	335
1750320882.4015903	62	291	388	90	218	335
1750320882.9342208	63	294	389	91	219	338
1750320883.4601574	64	296	391	92	220	340
1750320883.9866612	64	298	393	93	222	342
1750320884.514855	65	300	397	94	223	343
1750320885.0395646	65	300	399	94	224	344
1750320885.579397	66	301	403	95	225	347
1750320886.1004736	66	304	404	95	226	348
1750320886.6242344	66	305	407	95	226	350
1750320887.1531723	66	305	407	95	227	350
1750320887.679273	66	307	408	95	227	350
1750320888.2051506	66	308	408	95	227	350
1750320888.7309852	66	309	408	95	227	350
1750320889.2634153	66	310	411	96	230	352
1750320889.7892072	67	312	412	97	232	353
1750320890.3152335	67	313	412	97	233	355
1750320890.843521	69	315	417	99	235	358
1750320891.3750536	70	317	419	100	236	359
1750320891.9102707	73	321	423	104	240	363
1750320892.4348109	74	323	424	104	241	363
1750320892.9626467	75	324	428	105	243	364
1750320893.4903252	76	326	432	107	245	368
1750320894.02247	78	328	438	109	248	370
1750320894.5498974	78	329	440	109	250	371
1750320895.0780509	78	329	442	109	250	372
1750320895.6061847	80	332	444	111	252	374
1750320896.1332185	80	332	445	112	255	376
1750320896.6592717	80	332	445	112	255	376
1750320897.1859539	80	332	447	112	256	377
1750320897.7128034	80	333	447	112	257	378
1750320898.239284	80	334	449	113	259	379
1750320898.765907	80	335	449	113	259	379
1750320899.2921846	80	335	450	113	259	380
1750320899.8274243	80	337	451	114	260	381
1750320900.355346	80	339	453	114	260	383
1750320900.8854003	80	340	453	114	262	384
1750320901.4112895	80	341	453	114	264	386
1750320901.939466	80	341	455	114	264	388
1750320902.4706998	80	343	459	114	265	389
1750320902.9969852	81	345	460	115	266	391
1750320903.5244539	81	347	460	115	266	391
1750320904.0514836	81	348	460	115	266	393
1750320904.5782485	81	348	461	115	267	393
1750320905.1067185	82	350	464	116	268	394
1750320905.629993	82	350	466	116	268	395
1750320906.1589804	82	351	467	116	268	396
1750320906.6827993	82	351	468	117	269	397
1750320907.216134	83	354	470	118	270	399
1750320907.7431629	83	354	471	119	271	400
1750320908.2726843	83	358	474	120	272	402
1750320908.7994823	83	359	477	121	274	404
1750320909.3260913	84	360	479	121	275	405
1750320909.859429	84	361	479	121	276	410
1750320910.3953276	84	364	479	121	277	412
1750320910.9216504	85	367	482	122	278	415
1750320911.4536886	85	370	484	123	279	417
1750320911.991412	85	370	487	123	279	419
1750320912.519031	85	371	489	123	279	421
1750320913.0499098	85	373	492	123	279	423
1750320913.5770376	86	374	493	124	280	425
1750320914.1030998	87	376	495	125	282	426
1750320914.637455	87	377	498	125	282	426
1750320915.164869	87	378	498	125	282	426
1750320915.692497	87	381	500	125	283	426
1750320916.2178016	87	381	501	125	283	427
1750320916.744582	87	384	503	125	284	427
1750320917.2799668	87	386	503	125	284	427
1750320917.8131335	88	387	504	126	285	429
1750320918.3407063	89	390	506	128	289	432
1750320918.8674946	89	391	506	128	289	433
1750320919.393873	89	392	508	128	290	435
1750320919.9267735	89	393	510	128	290	436
1750320920.453957	89	396	510	128	292	437
1750320920.9818914	89	397	510	128	292	438
1750320921.5111423	89	397	511	128	292	439
1750320922.0384562	89	398	511	128	292	440
1750320922.569119	89	398	512	128	292	441
1750320923.096348	90	402	514	129	293	444
1750320923.624611	90	403	515	129	295	444
1750320924.1594563	90	403	516	129	296	444
1750320924.6872022	90	405	520	129	297	446
1750320925.2144027	90	405	521	129	298	449
1750320925.7414505	90	405	523	129	299	452
1750320926.2696724	90	405	524	129	299	453
1750320926.7955594	90	406	525	129	299	454
1750320927.323564	90	407	526	130	301	458
1750320927.8583946	90	408	529	131	302	459
1750320928.3859394	90	409	530	131	303	462
1750320928.9199862	90	410	530	131	304	462
1750320929.4528902	90	410	532	131	305	463
1750320929.9845052	90	410	533	131	305	463
1750320930.5100446	90	410	534	131	305	464
1750320931.0372493	90	410	534	131	306	464
1750320931.571884	90	410	536	131	306	465
1750320932.0987	90	410	539	131	307	468
1750320932.625279	90	410	541	131	307	470
1750320933.1529236	91	413	544	132	308	472
1750320933.6802795	92	416	546	133	310	475
1750320934.2084758	92	419	547	133	310	477
1750320934.736475	92	419	548	133	310	478
1750320935.2621903	92	420	549	134	312	479
1750320935.7901077	92	422	550	134	313	481
1750320936.3255565	92	424	550	134	315	482
1750320936.8517752	92	424	551	134	315	483
1750320937.3796303	93	425	555	135	316	486
1750320937.9064946	93	427	555	135	318	487
1750320938.4348388	93	429	558	137	320	491
1750320938.9628124	93	429	558	137	322	491
1750320939.490735	93	431	559	138	323	493
1750320940.0323076	93	432	559	138	324	493
1750320940.5595834	93	433	560	138	324	494
1750320941.086206	94	436	562	139	326	495
1750320941.620793	94	437	563	139	326	496
1750320942.1532652	94	438	565	139	326	496
1750320942.6871688	95	439	566	140	328	498
1750320943.215028	96	443	568	141	330	501
1750320943.7419913	98	445	570	143	333	503
1750320944.2682705	98	445	570	144	334	504
1750320944.7958252	98	445	571	144	336	504
1750320945.3234432	98	446	572	144	337	508
1750320945.8574677	98	447	575	145	338	511
1750320946.3878455	98	448	576	145	338	511
1750320946.9161682	100	450	578	147	340	513
1750320947.4439454	100	451	579	147	340	513
1750320947.9724798	100	452	580	147	341	514
1750320948.5002797	100	454	580	147	342	515
1750320949.0284073	100	454	581	147	344	515
1750320949.5573218	100	454	582	147	345	516
1750320950.0848775	100	455	585	147	345	516
1750320950.612986	100	458	585	147	346	517
1750320951.1405404	100	459	585	147	347	518
1750320951.6676257	101	460	587	148	349	519
1750320952.1983302	101	460	588	148	349	520
1750320952.7271004	101	461	588	148	349	522
1750320953.255641	101	462	590	148	349	523
1750320953.7837877	101	462	590	148	349	525
1750320954.3127708	101	462	591	148	350	526
1750320954.854576	101	463	592	148	351	528
1750320955.3824568	101	463	595	148	351	528
1750320955.9111333	102	464	596	149	352	533
1750320956.4545221	103	465	597	150	353	535
1750320956.9890928	104	467	601	150	353	536
1750320957.51767	105	468	603	150	354	537
1750320958.05212	105	469	604	150	355	538
1750320958.5797899	105	469	607	150	355	538
1750320959.1085267	105	469	608	150	356	539
1750320959.641914	105	470	612	150	356	544
1750320960.1744645	105	471	614	150	356	545
1750320960.705175	105	471	614	150	358	546
1750320961.2331731	105	472	617	150	358	546
1750320961.759247	106	475	621	151	359	547
1750320962.2886124	106	477	623	151	359	548
1750320962.81661	106	477	624	151	360	550
1750320963.3517592	107	480	625	151	363	552
1750320963.8883643	107	482	627	151	363	552
1750320964.417121	108	486	630	153	368	554
1750320964.9457626	109	487	633	154	369	556
1750320965.4723482	109	488	636	154	369	557
1750320966.0016668	109	490	637	154	370	560
1750320966.5302374	109	491	641	155	371	561
1750320967.0604198	109	491	641	155	372	561
1750320967.5881646	109	491	642	155	372	561
1750320968.1161065	109	491	642	155	372	562
1750320968.644356	109	492	645	155	372	562
1750320969.1727011	110	494	648	156	376	564
1750320969.70151	110	495	649	156	377	565
1750320970.2381718	110	496	652	156	377	566
1750320970.7669766	110	497	652	156	378	569
1750320971.2951038	110	498	654	156	379	572
1750320971.8201268	111	500	659	157	380	577
1750320972.3482985	111	500	662	158	381	578
1750320972.882787	111	502	663	158	383	578
1750320973.4142995	111	503	665	158	384	580
1750320973.943034	111	504	665	158	384	581
1750320974.4708312	111	507	667	159	385	583
1750320975.002409	111	507	671	159	386	583
1750320975.526122	111	508	672	159	388	583
1750320976.0539165	111	509	675	159	389	585
1750320976.5821753	111	513	675	159	390	585
1750320977.1179717	111	513	675	159	390	586
1750320977.645791	111	515	675	159	390	586
1750320978.1726272	112	516	676	160	391	587
1750320978.7005746	112	518	677	160	392	589
1750320979.2320406	112	520	677	161	394	590
1750320979.7610116	113	521	679	162	395	594
1750320980.2857277	114	527	681	162	395	596
1750320980.812168	114	529	681	162	396	596
1750320981.339556	114	531	684	163	397	597
1750320981.8661811	115	532	687	165	399	600
1750320982.3943846	115	532	688	165	400	602
1750320982.9266143	115	532	689	165	400	602
1750320983.4555094	115	533	690	165	400	603
1750320983.983071	115	533	692	165	400	605
1750320984.5236313	115	533	693	165	400	606
1750320985.0524213	115	535	695	165	401	608
1750320985.5796201	116	537	696	166	402	609
1750320986.1082249	116	538	697	166	402	611
1750320986.635477	116	540	701	166	402	612
1750320987.1674156	116	541	702	166	405	613
1750320987.6952205	117	544	703	167	406	615
1750320988.2301486	117	545	704	167	407	616
1750320988.7571871	117	545	705	167	407	617
1750320989.2865992	118	546	706	168	409	620
1750320989.8157132	118	548	706	168	409	621
1750320990.3434167	119	549	708	169	411	623
1750320990.8724084	119	552	708	169	411	623
1750320991.4002748	119	555	710	169	412	623
1750320991.9334638	120	557	713	170	414	628
1750320992.4612405	120	557	714	170	414	628
1750320992.9887438	120	559	716	171	417	631
1750320993.5179834	121	566	719	172	420	633
1750320994.045765	122	567	722	173	421	636
1750320994.572871	122	567	723	173	422	636
1750320995.1010466	122	567	723	173	422	638
1750320995.6292253	122	570	725	173	422	638
1750320996.1567423	122	571	727	173	422	638
1750320996.687364	122	573	729	174	425	639
1750320997.2241654	122	573	730	174	425	639
1750320997.7482395	122	574	732	174	426	643
1750320998.272387	122	577	735	174	427	645
1750320998.8002412	122	577	735	174	427	645
1750320999.334326	124	580	738	176	429	647
1750320999.8662431	125	582	740	177	432	649
1750321000.3952553	125	582	741	177	433	650
1750321000.922613	125	583	741	177	434	651
1750321001.4500747	125	583	741	177	435	652
1750321001.9777331	125	584	741	177	435	652
1750321002.5046463	126	586	743	178	436	654
1750321003.0308833	126	592	744	178	437	656
1750321003.5642283	126	592	746	178	437	657
1750321004.0937781	126	593	747	178	437	659
1750321004.6179113	126	596	750	178	437	660
1750321005.1463623	127	599	752	178	437	663
1750321005.674657	127	601	752	178	438	663
1750321006.2038915	127	603	752	178	438	664
1750321006.729665	127	603	752	178	438	665
1750321007.2620795	127	604	754	178	440	665
1750321007.7890122	128	607	758	179	441	667
1750321008.3156364	129	610	763	180	445	668
1750321008.8526804	129	610	764	180	446	668
1750321009.3765957	129	611	766	180	446	669
1750321009.9075835	129	613	767	180	447	670
1750321010.4324825	129	615	768	182	450	673
1750321010.9580808	129	615	768	182	451	673
1750321011.4835823	129	618	770	182	451	674
1750321012.0089374	129	618	772	182	451	676
1750321012.5361764	129	618	772	182	451	676
1750321013.0623045	130	620	773	183	453	677
1750321013.589575	130	620	775	183	453	679
1750321014.1171196	130	621	775	183	454	679
1750321014.6441286	131	624	777	184	456	681
1750321015.170142	131	629	778	184	456	681
1750321015.6973214	131	629	779	184	457	682
1750321016.223994	131	631	779	184	458	682
1750321016.7499373	131	633	779	184	459	682
1750321017.2767987	132	634	781	185	462	684
1750321017.8136911	132	634	782	185	464	684
1750321018.3401785	134	636	784	186	465	686
1750321018.8681347	134	637	784	186	465	687
1750321019.3959928	134	639	786	186	466	688
1750321019.9240637	134	640	787	186	466	688
1750321020.4594371	134	641	789	186	467	690
1750321020.9886563	134	641	790	186	467	692
1750321021.5204062	134	642	792	186	467	693
1750321022.0567942	134	643	792	186	467	693
1750321022.5840461	134	645	794	186	467	693
1750321023.1127195	134	646	797	186	468	697
1750321023.648447	135	648	799	187	469	699
1750321024.1768675	135	650	801	187	469	700
1750321024.7063878	135	651	804	188	472	702
1750321025.234037	135	652	805	188	473	703
1750321025.7626486	135	653	807	188	473	704
1750321026.2909396	136	656	808	189	474	706
1750321026.8227403	136	656	810	190	476	708
1750321027.3575058	137	657	813	190	476	712
1750321027.885078	138	658	815	191	478	715
1750321028.4133613	138	658	819	191	478	716
1750321028.9416175	138	661	821	192	479	719
1750321029.4695904	138	663	821	192	480	719
1750321029.9993556	139	665	823	193	481	720
1750321030.5306413	139	670	824	194	485	721
1750321031.0582519	139	671	825	194	485	721
1750321031.5865693	140	673	826	195	489	722
1750321032.1144145	140	674	826	195	489	722
1750321032.6429172	140	675	827	195	489	722
1750321033.171913	140	676	829	195	489	722
1750321033.7017448	140	678	831	195	489	724
1750321034.2323802	140	680	832	196	491	725
1750321034.7596362	140	682	833	196	491	726
1750321035.2880855	140	684	833	196	491	726
1750321035.815364	140	687	834	196	491	727
1750321036.34286	140	689	834	196	492	729
1750321036.8689432	140	691	836	196	492	731
1750321037.398419	140	691	837	197	494	732
1750321037.9252653	140	694	838	197	496	732
1750321038.4537098	140	695	839	197	496	733
1750321038.9898381	140	697	839	198	497	735
1750321039.5192013	141	700	842	198	497	736
1750321040.0462282	141	701	843	198	497	736
1750321040.5702977	141	701	847	198	498	738
1750321041.094397	141	704	849	198	499	740
1750321041.6190293	141	705	849	198	499	740
1750321042.1463993	141	707	850	198	499	740
1750321042.6728725	141	709	851	198	500	740
1750321043.1991613	141	711	853	199	503	742
1750321043.7248373	141	713	854	199	503	742
1750321044.252485	141	715	856	199	503	742
1750321044.780768	141	715	856	199	503	742
1750321045.3091571	141	715	856	199	503	742
1750321045.8380783	141	716	856	199	504	743
1750321046.3653617	141	717	858	199	507	744
1750321046.902676	141	718	862	199	507	744
1750321047.4370244	141	720	864	199	507	746
1750321047.965281	142	722	866	200	510	747
1750321048.5059323	142	723	868	200	510	748
1750321049.033795	142	727	868	200	511	748
1750321049.562933	143	728	869	201	512	749
1750321050.0980325	143	728	871	201	512	750
1750321050.631725	143	730	873	201	512	750
1750321051.1578553	143	730	873	201	512	751
1750321051.6943407	143	730	876	201	513	754
1750321052.2217364	144	732	878	202	514	755
1750321052.7576394	144	732	881	202	514	755
1750321053.288415	144	732	883	202	515	757
1750321053.8165147	144	733	885	202	515	758
1750321054.344726	144	735	887	202	516	762
1750321054.8732889	144	735	889	202	516	762
1750321055.4080193	144	736	890	202	516	763
1750321055.940059	144	737	890	202	516	765
1750321056.469687	144	738	890	202	516	767
1750321056.9961357	144	738	893	202	516	767
1750321057.5245974	144	738	893	202	516	768
1750321058.058752	144	739	893	204	519	771
1750321058.585578	145	741	896	204	520	771
1750321059.1136522	145	741	896	204	520	772
1750321059.6422274	145	742	898	204	520	772
1750321060.1698856	145	742	900	204	520	773
1750321060.697244	145	744	900	204	520	773
1750321061.2330928	145	746	901	204	521	774
1750321061.7659774	145	746	901	204	521	774
1750321062.2955632	145	747	902	204	521	774
1750321062.8246243	145	748	904	205	522	777
1750321063.3542085	146	749	910	208	525	780
1750321063.8817713	146	750	911	208	525	781
1750321064.4150703	146	750	914	208	525	783
1750321064.943109	147	751	916	210	527	787
1750321065.4715266	147	755	916	210	527	788
1750321065.9989345	147	756	916	210	528	788
1750321066.5322862	147	757	917	210	529	788
1750321067.0681193	147	759	917	210	531	788
1750321067.5953841	147	760	919	210	531	790
1750321068.129816	147	762	919	210	532	792
1750321068.6631932	147	763	924	211	533	793
1750321069.1887429	147	764	926	212	534	794
1750321069.7233477	147	764	926	212	534	794
1750321070.251651	147	766	928	212	534	794
1750321070.780527	147	767	930	212	534	795
1750321071.3084366	148	769	935	214	538	800
1750321071.8370678	148	770	936	214	539	802
1750321072.3644745	148	770	937	214	539	802
1750321072.8923194	150	774	942	217	542	806
1750321073.4253933	150	775	943	217	542	806
1750321073.951448	150	775	944	217	543	806
1750321074.4761047	150	776	946	217	544	806
1750321075.0042653	151	778	949	217	545	807
1750321075.5316632	151	779	950	217	545	808
1750321076.0560582	151	779	951	217	545	808
1750321076.5854928	152	781	953	219	547	810
1750321077.1136284	153	783	955	220	549	811
1750321077.6421022	153	783	956	220	549	812
1750321078.180654	154	785	960	220	549	813
1750321078.708561	154	786	961	220	550	813
1750321079.236766	154	788	962	220	550	813
1750321079.764734	154	790	962	220	550	814
1750321080.3007393	154	790	963	220	550	816
1750321080.829152	154	792	964	221	553	817
1750321081.3582737	154	793	965	221	553	817
1750321081.886261	154	797	967	221	554	819
1750321082.4210641	154	797	968	221	554	820
1750321082.9496145	155	798	970	222	555	821
1750321083.4777882	155	800	972	222	555	821
1750321084.0130308	155	800	974	222	555	821
1750321084.54139	155	800	975	222	556	821
1750321085.069745	155	803	975	223	557	824
1750321085.597456	155	803	976	224	558	826
1750321086.1260047	156	806	980	225	559	830
1750321086.653703	156	808	983	225	559	830
1750321087.1885004	157	810	985	226	560	832
1750321087.7216418	157	812	985	226	560	835
1750321088.2496762	157	813	988	226	561	836
1750321088.7776392	157	814	990	226	561	836
1750321089.3055613	157	815	991	226	562	836
1750321089.834734	157	816	994	226	563	837
1750321090.3682456	158	817	997	227	565	839
1750321090.8971632	158	817	998	227	565	839
1750321091.4257524	159	819	1004	228	566	841
1750321091.9511502	159	820	1005	228	566	841
1750321092.4790263	159	821	1007	228	566	841
1750321093.01137	160	824	1008	229	567	842
1750321093.540001	160	825	1010	229	567	842
1750321094.067974	161	826	1011	230	568	843
1750321094.5996819	161	828	1013	230	568	843
1750321095.128813	161	828	1013	230	568	843
1750321095.6575217	161	829	1015	230	568	843
1750321096.1867948	161	830	1018	230	569	844
1750321096.7230585	161	832	1018	231	570	846
1750321097.2529309	161	832	1018	231	570	848
1750321097.7826862	162	835	1021	232	571	851
1750321098.3105915	162	836	1021	232	572	853
1750321098.844164	162	836	1024	232	572	856
1750321099.3723414	163	839	1027	233	573	857
1750321099.9094038	164	841	1031	235	576	861
1750321100.437435	164	841	1031	235	576	862
1750321100.970356	164	841	1033	235	576	862
1750321101.4994044	165	845	1036	237	579	864
1750321102.0258002	165	845	1038	237	580	867
1750321102.561926	165	847	1041	237	580	867
1750321103.0900319	166	849	1042	238	581	868
1750321103.619143	168	851	1045	239	582	871
1750321104.1477387	168	853	1045	239	583	872
1750321104.6764426	168	854	1047	239	583	873
1750321105.2079644	168	855	1048	239	584	875
1750321105.7356932	168	856	1049	239	585	875
1750321106.2678425	168	857	1049	239	585	877
1750321106.797067	168	858	1050	240	586	878
1750321107.3257368	169	859	1052	240	586	879
1750321107.8577087	169	859	1054	240	587	881
1750321108.3871012	170	861	1058	241	588	882
1750321108.9228928	171	863	1059	242	591	884
